circumstance	accompaniment, fact, item, point, concomitant, feature, occurrence, position, detail, incident, particular, situation, event	
class	association, circle, clique, company, grade, rank, caste, clan, club, coterie, order, set	
cleanse	brush, dust, purify, scour, sponge, wash, clean, lave, rinse, scrub, sweep, wipe, disinfect, mop	befoul, besmirch, contaminate, debase, deprave, soil, stain, taint, besmear, bespatter, corrupt, defile, pollute, spoil, sully, vitiate
clear	apparent, intelligible, pellucid, transparent, diaphanous, limpid, perspicuous, unadorned, distinct, lucid, plain, unambiguous, evident, manifest, straightforward, unequivocal, explicit, obvious, translucent, unmistakable	ambiguous, dim, foggy, mysterious, opaque, unintelligible, cloudy, dubious, indistinct, obscure, turbid, vague
clever	able, capable, happy, keen, sharp, adroit, dexterous, ingenious, knowing, skilful, apt, expert, intellectual, quick, smart, bright, gifted, intelligent, quick-witted, talented	awkward, clumsy, foolish, ignorant, slow, thick-headed, bungling, dull, idiotic, senseless, stupid, witless
collision	clash, concussion, contact, impact, opposition, clashing, conflict, encounter, meeting, shock	agreement, coincidence, concord, conformity, unison, amity, concert, concurrence, harmony, unity
comfortable	agreeable, cheery, genial, snug, at ease, commodious, pleasant, well-off, at rest, contented, satisfactory, well-provided, cheerful, convenient, satisfied, well-to-do	cheerless, discontented, distressed, forlorn, uncomfortable, disagreeable, dissatisfied, dreary, miserable, wretched
commit	assign, confide, consign, entrust, relegate, trust	
company	assemblage, concourse, convocation, host, assembly, conference, crowd, meeting, collection, congregation, gathering, multitude, conclave, convention, group, throng	dispersion, loneliness, privacy, retirement, seclusion, solitude
compel	coerce, drive, make, oblige, constrain, force, necessitate	
complain	croak, growl, grunt, remonstrate, find fault, grumble, murmur, repine	applaud, approve, commend, eulogize, laud, praise
complex	abstruse, confused, intricate, mixed, complicated, conglomerate, involved, multiform, composite, entangled, manifold, obscure, compound, heterogeneous, mingled, tangled	clear, homogeneous, plain, uncombined, uniform, direct, obvious, simple, uncompounded, unraveled
condemn	blame, convict, doom, reprove, censure, denounce, reprobate, sentence	absolve, applaud, exonerate, pardon, acquit, approve, justify, praise
confess	accept, allow, concede, grant, acknowledge, avow, disclose, own, admit, certify, endorse, recognize	cloak, deny, disown, hide, screen, conceal, disavow, dissemble, mask, secrete, cover, disguise, dissimulate, repudiate, veil
confirm	assure, fix, sanction, substantiate, corroborate, prove, settle, sustain, establish, ratify, strengthen, uphold	abrogate, cancel, overthrow, shatter, upset, annul, destroy, shake, unsettle, weaken
congratulate		condole with, console
conquer	beat, humble, overthrow, subject, checkmate, master, prevail over, subjugate, crush, overcome, put down, surmount, defeat, overmaster, reduce, vanquish, discomfit, overmatch, rout, win, down, overpower, subdue, worst	capitulate, fail, fly, lose, retire, submit, surrender, cede, fall, forfeit, resign, retreat, succumb, yield
conscious	advised, assured, certain, cognizant, sensible, apprised, aware, certified, informed, sure	cold, dead, deaf, ignorant, insensible, unaware, unconscious
consequence	consequent, end, issue, outgrowth, sequel, effect, event, outcome, result, upshot	
console	comfort, condole with, encourage, sympathize with	annoy, distress, disturb, grieve, hurt, sadden, trouble, wound
continual	ceaseless, incessant, regular, uninterrupted, constant, invariable, unbroken, unremitting, continuous, perpetual, unceasing, unvarying	
contract	agreement, cartel, engagement, pledge, arrangement, compact, obligation, promise, bargain, covenant, pact, stipulation	
contrast	compare, differentiate, discriminate, oppose	
conversation	chat, communion, converse, intercourse, colloquy, confabulation, dialogue, parley, communication, conference, discourse, talk	
convert	disciple, neophyte, proselyte	
convey	carry, give, remove, shift, transmit, change, move, sell, transfer, transport	cling to, hold, keep, possess, preserve, retain
convoke	assemble, call together, convene, muster, call, collect, gather, summon	adjourn, disband, dismiss, dissolve, scatter, break up, discharge, disperse, prorogue, separate
criminal	abominable, flagitious, immoral, sinful, vile, culpable, guilty, iniquitous, unlawful, wicked, felonious, illegal, nefarious, vicious, wrong	innocent, lawful, meritorious, right, just, legal, moral, virtuous
daily		nightly, nocturnal
danger	hazard, insecurity, jeopardy, peril, risk	defense, immunity, protection, safeguard, safety, security, shelter
dark	black, dusky, mysterious, sable, somber, dim, gloomy, obscure, shadowy, swart, dismal, murky, opaque, shady, swarthy	bright, crystalline, glowing, lucid, shining, brilliant, dazzling, illumined, luminous, transparent, clear, gleaming, light, radiant, white
decay	corrupt, decompose, molder, putrefy, rot, spoil	
deception	craft, dissimulation, finesse, lie, cunning, double-dealing, fraud, lying, deceit, duplicity, guile, prevarication, deceitfulness, fabrication, hypocrisy, trickery, delusion, falsehood, imposition, untruth	candor, frankness, honesty, simplicity, truth, fair dealing, guilelessness, openness, sincerity, veracity
defense	apology, guard, rampart, shelter, bulwark, justification, resistance, shield, fortress, protection, safeguard, vindication	abandonment, betrayal, capitulation, desertion, flight, surrender
defile	befoul, corrupt, pollute, spoil, sully, tarnish, contaminate, infect, soil, stain, taint, vitiate	clean, cleanse, disinfect, hallow, purify, sanctify, wash
definition	comment, description, exposition, rendering, commentary, explanation, interpretation, translation	
delegate	deputy, legate, proxy, representative, substitute	
deliberate	confer, consult, meditate, reflect, consider, debate, ponder, weigh	
delicious	dainty, delightful, exquisite, luscious, savory	acrid, bitter, loathsome, nauseous, repulsive, unpalatable, unsavory
delightful	acceptable, delicious, pleasant, refreshing, agreeable, grateful, pleasing, satisfying, congenial, gratifying, pleasurable, welcome	depressing, distressing, horrible, miserable, painful, woful, disappointing, hateful, melancholy, mournful, saddening, wretched
delusion	error, fallacy, hallucination, illusion, phantasm	actuality, certainty, fact, reality, truth, verity
demolish	destroy, overthrow, overturn, raze, ruin	build, construct, create, make, repair, restore
demonstration	certainty, consequence, evidence, inference, conclusion, deduction, induction, proof	
design	aim, final cause, object, proposal, device, intent, plan, purpose, end, intention, project, scheme	
desire	appetency, concupiscence, hankering, proclivity, appetite, coveting, inclination, propensity, aspiration, craving, longing, wish	
despair	desperation, despondency, discouragement, hopelessness	anticipation, cheer, courage, encouragement, expectation, hopefulness, assurance, confidence, elation, expectancy, hope, trust
dexterity	adroitness, aptitude, cleverness, expertness, readiness, skill	
diction	expression, phrase, style, vocabulary, language, phraseology, verbiage, wording	
die	cease, decline, expire, perish, decease, depart, fade, wither	be born, come into being, flourish, rise again, begin, come to life, grow, rise from the dead, be immortal, exist, live, survive
difference	contrariety, discrimination, distinction, inequality, contrast, disparity, divergence, unlikeness, disagreement, dissimilarity, diversity, variation, discrepancy, dissimilitude, inconsistency, variety	agreement, harmony, likeness, sameness, uniformity, consonance, identity, resemblance, similarity, unity
difficult	arduous, hard, onerous, toilsome, exhausting, laborious, severe, trying	easy, facile, light, pleasant, slight, trifling, trivial
direction	aim, bearing, course, inclination, tendency, way	
discern	behold, discriminate, observe, recognize, descry, distinguish, perceive, see	
discover	ascertain, detect, disclose, ferret out, find out, descry, discern, expose, find, invent	
disease	affection, disorder, indisposition, sickness, ailment, distemper, infirmity, unhealthiness, complaint, illness, malady, unsoundness	health, robustness, soundness, strength, sturdiness, vigor
disparage	belittle, depreciate, discredit, underestimate, carp at, derogate from, dishonor, underrate, decry, detract from, lower, undervalue	
displace	confuse, derange, disturb, mislay, remove, crowd out, disarrange, jumble, misplace, unsettle	adjust, assort, dispose, order, put in order, set in order, array, classify, group, place, put in place, sort
do	accomplish, carry out, discharge, perform, achieve, carry through, effect, perpetrate, actualize, commit, execute, realize, bring about, complete, finish, transact, bring to pass, consummate, fulfil, work out	baffle, defeat, fail, mar, miss, ruin, come short, destroy, frustrate, miscarry, neglect, spoil
docile	amenable, manageable, pliant, teachable, compliant, obedient, submissive, tractable, gentle, pliable, tame, yielding	determined, firm, intractable, opinionated, self-willed, wilful, dogged, inflexible, obstinate, resolute, stubborn, unyielding
doctrine	article of belief, belief, precept, teaching, article of faith, dogma, principle, tenet	
dogmatic	arrogant, doctrinal, magisterial, positive, authoritative, domineering, opinionated, self-opinionated, dictatorial, imperious, overbearing, systematic	
doubt	distrust, mistrust, surmise, suspect	believe, confide in, depend on, depend upon, rely on, rely upon, trust
doubt	disbelief, incredulity, perplexity, suspense, distrust, indecision, question, suspicion, hesitancy, irresolution, scruple, unbelief, hesitation, misgiving, skepticism, uncertainty	assurance, certainty, conviction, determination, resolution, belief, confidence, decision, persuasion, resolve
draw	allure, drag, haul, induce, lure, tow, attract, entice, incline, lead, pull, tug	alienate, estrange, rebuff, reject, repel, repulse
dream	day-dream, fantasy, reverie, trance, fancy, hallucination, romance, vision	certainty, fact, reality, realization, substance, verity
dress	apparel, clothes, garb, habit, uniform, array, clothing, garments, raiment, vestments, attire, costume, habiliments, robes, vesture	bareness, disarray, dishabille, exposure, nakedness, nudity, undress
drive	compel, propel, repel, resist, thrust, impel, push, repulse, ride, urge on	
duplicate	copy, facsimile, likeness, reproduction, counterpart, imitation, replica, transcript	archetype, model, original, pattern, prototype
duty	accountability, function, office, right, business, obligation, responsibility, righteousness	
eager	animated, desirous, glowing, importunate, longing, anxious, earnest, hot, intense, vehement, ardent, enthusiastic, impatient, intent, yearning, burning, fervent, impetuous, keen, zealous	apathetic, cool, indifferent, regardless, unconcerned, calm, dispassionate, negligent, stolid, uninterested, careless, frigid, phlegmatic, stony, unmindful, cold, heedless, purposeless, stupid, unmoved
ease	easiness, expertness, facility, knack, readiness	annoyance, constraint, discomfort, irritation, trouble, vexation, awkwardness, difficulty, disquiet, perplexity, uneasiness, worry
education	breeding, discipline, learning, study, cultivation, information, nurture, teaching, culture, instruction, reading, training, development, knowledge, schooling, tuition	ignorance, illiteracy
effrontery	assurance, boldness, hardihood, insolence, audacity, brass, impudence, shamelessness	bashfulness, diffidence, sensitiveness, shyness, coyness, modesty, shrinking, timidity
egotism	conceit, self-assertion, self-confidence, self-esteem, egoism, self-conceit, self-consciousness, vanity	bashfulness, diffidence, modesty, self-forgetfulness, unobtrusiveness, deference, humility, self-distrust, shyness, unostentatiousness
emblem	attribute, figure, image, sign, symbol, token, type	
emigrate	immigrate, migrate	
employ	call, engage, engross, hire, make use of, use, use up	
end	break off, close, conclude, expire, quit, terminate, cease, complete, desist, finish, stop, wind up	
end	accomplishment, effect, limit, achievement, expiration, outcome, bound, extent, period, boundary, extremity, point, cessation, finale, purpose, close, finis, result, completion, finish, termination, conclusion, fulfilment, terminus, consequence, goal, tip, consummation, intent, utmost, design, issue, uttermost	
endeavor	attempt, essay, strive, try, undertake	abandon, give up, omit, throw away, dismiss, let go, overlook, throw over, drop, neglect, pass by, throw up
endeavor	attempt, effort, essay, exertion, struggle, trial	
endure	abide, bear, brook, submit to, sustain, afford, bear up under, permit, suffer, tolerate, allow, bear with, put up with, support, undergo	break, despair, fail, fall, give out, sink, surrender, break down, droop, faint, falter, give up, succumb, yield
enemy	adversary, antagonist, competitor, foe, opponent, rival	abettor, accessory, accomplice, ally, friend, helper, supporter
enmity	acrimony, bitterness, ill will, malignity, animosity, hatred, malevolence, rancor, antagonism, hostility, malice, spite	agreement, amity, friendship, kindliness, regard, alliance, concord, harmony, kindness, sympathy
entertain	amuse, cheer, disport, enliven, interest, please, beguile, delight, divert, gratify, occupy, recreate	annoy, bore, busy, disquiet, distract, disturb, tire, weary
entertainment	amusement, diversion, fun, pleasure, cheer, enjoyment, merriment, recreation, delight, frolic, pastime, sport	ennui, fatigue, labor, lassitude, toil, weariness, work
enthusiasm	ardor, excitement, frenzy, transport, devotion, extravagance, inspiration, vehemence, eagerness, fanaticism, intensity, warmth, earnestness, fervency, passion, zeal, ecstasy, fervor, rapture	calculation, caution, deadness, indifference, policy, timidity, calmness, coldness, dulness, lukewarmness, prudence, wariness
entrance	access, approach, gate, introduction, accession, door, gateway, opening, adit, doorway, ingress, penetration, admission, entrée, inlet, portal, admittance, entry	departure, ejection, exit, refusal, withdrawal, egress, exclusion, expulsion, rejection
envious	jealous, suspicious	contented, friendly, kindly, satisfied, trustful, well-disposed
equivocal	ambiguous, enigmatical, indistinct, questionable, doubtful, indefinite, obscure, suspicious, dubious, indeterminate, perplexing, uncertain, enigmatic	certain, evident, lucid, perspicuous, unequivocal, clear, indisputable, manifest, plain, unquestionable, distinct, indubitable, obvious, unambiguous, unquestioned
esteem	appreciate, consider, estimate, prize, think, calculate, deem, hold, regard, value	
esteem	estimate, estimation, favor, regard, respect	abhorrence, aversion, dislike, loathing, antipathy, contempt, hatred, repugnance
eternal	deathless, fadeless, never-failing, undying, endless, immortal, perennial, unending, eonian, imperishable, perpetual, unfading, everlasting, interminable, timeless, unfailing, ever-living, never-ending, unceasing, without end	
event	case, contingency, fortune, outcome, chance, end, incident, possibility, circumstance, episode, issue, result, consequence, fact, occurrence, sequel	
every	all, any, both, each, either	
evident	apparent, glaring, overt, tangible, clear, indubitable, palpable, transparent, conspicuous, manifest, patent, unmistakable, discernible, obvious, perceptible, visible, distinct, open, plain	concealed, impalpable, latent, secret, unknown, covert, impenetrable, obscure, undiscovered, unseen, dark, imperceptible, occult, unimagined, unthought-of, hidden, invisible
example	archetype, ideal, prototype, type, ensample, model, sample, warning, exemplar, pattern, specimen, exemplification, precedent, standard	
excess	dissipation, lavishness, redundance, surplus, exorbitance, overplus, redundancy, waste, extravagance, prodigality, superabundance, wastefulness, intemperance, profusion, superfluity	dearth, destitution, frugality, lack, scantiness, defect, economy, inadequacy, need, shortcoming, deficiency, failure, insufficiency, poverty, want
execute	administer, carry out, do, enforce, perform	
exercise	act, application, exertion, performance, action, drill, occupation, practise, activity, employment, operation, use	idleness, inaction, inactivity, relaxation, rest
expense	cost, expenditure, outgo, outlay	gain, proceeds, profit, receipt, return, income, product, profits, receipts, returns
explicit		ambiguous, implicit, indefinite, uncertain, doubtful, implied, indeterminate, vague
extemporaneous	extemporary, impromptu, offhand, extempore, improvised, unpremeditated	elaborated, premeditated, prepared, read, recited, studied, written
exterminate	annihilate, eradicate, overthrow, uproot, banish, expel, remove, wipe out, destroy, extirpate, root out	augment, breed, cherish, develop, increase, populate, replenish, beget, build up, colonize, foster, plant, propagate, settle
faint	dim, fatigued, irresolute, weak, exhausted, feeble, languid, wearied, faded, half-hearted, listless, worn, faint-hearted, ill-defined, purposeless, worn down, faltering, indistinct, timid, worn out	bright, clear, daring, fresh, resolute, sturdy, brilliant, conspicuous, energetic, hearty, strong, vigorous
faith	assent, confidence, credit, opinion, assurance, conviction, creed, reliance, belief, credence, doctrine, trust	denial, dissent, doubt, infidelity, rejection, suspicion, disbelief, distrust, incredulity, misgiving, skepticism, unbelief
faithful	devoted, incorruptible, stanch, true, trusty, firm, loyal, sure, trustworthy, unwavering	capricious, false, unfaithful, untrustworthy, faithless, fickle, untrue, wavering
fame	celebrity, eminence, honor, notoriety, reputation, credit, glory, laurels, renown, repute, distinction	contempt, discredit, dishonor, humiliation, infamy, obscurity, contumely, disgrace, disrepute, ignominy, oblivion, shame
fanaticism	bigotry, credulity, intolerance, superstition	cynicism, free-thinking, indifference, latitudinarianism
fanciful	chimerical, fantastic, grotesque, imaginative, visionary	accurate, commonplace, prosaic, regular, sound, calculable, literal, real, sensible, sure, calculated, ordinary, reasonable, solid, true
fancy	belief, desire, imagination, predilection, caprice, humor, inclination, supposition, conceit, idea, liking, vagary, conception, image, mood, whim	actuality, certainty, fact, reality, truth, verity
farewell	adieu, good-by, parting salutation, valedictory, congé, leave-taking, valediction	
fear	affright, dismay, horror, timidity, apprehension, disquietude, misgiving, trembling, awe, dread, panic, tremor, consternation, fright, terror, trepidation	
feminine	effeminate, female, womanish, womanly	
fetter	bondage, custody, gyves, irons, bonds, durance, handcuffs, manacles, chains, duress, imprisonment, shackles	
feud	affray, brawl, contest, dissension, hostility, animosity, broil, controversy, enmity, quarrel, bitterness, contention, dispute, fray, strife	
fiction	allegory, fabrication, invention, myth, romance, apologue, falsehood, legend, novel, story, fable, figment	certainty, fact, history, literalness, reality, truth, verity
fierce	ferocious, furious, raging, uncultivated, violent, fiery, impetuous, savage, untrained, wild	affectionate, gentle, kind, patient, submissive, tame, docile, harmless, mild, peaceful, sweet, tender
financial	fiscal, monetary, pecuniary	
fine	beautiful, excellent, polished, small, clarified, exquisite, pure, smooth, clear, gauzy, refined, splendid, comminuted, handsome, sensitive, subtile, dainty, keen, sharp, subtle, delicate, minute, slender, tenuous, elegant, nice, slight, thin	big, clumsy, great, huge, large, stout, blunt, coarse, heavy, immense, rude, thick
fire	blaze, burning, combustion, conflagration, flame	
flock	bevy, covey, group, herd, lot, set, brood, drove, hatch, litter, pack, swarm	
fluctuate	hesitate, swerve, vacillate, veer, oscillate, undulate, vary, waver	abide, adhere, hold fast, persist, stand fast, stay, stick
fluid	gas, liquid	
follow	accompany, come after, go after, obey, pursue, attend, copy, heed, observe, result, chase, ensue, imitate, practise, succeed	
food	aliment, feed, nourishment, pabulum, sustenance, diet, fodder, nutriment, provender, viands, fare, forage, nutrition, regimen, victuals	
formidable	dangerous, redoubted, terrible, tremendous	contemptible, despicable, feeble, harmless, helpless, powerless, weak
fortification	castle, citadel, fastness, fort, fortress, stronghold	
fortitude	courage, endurance, heroism, resolution	
fortunate	favored, lucky, prospered, prosperous, successful, happy	broken, fallen, miserable, unhappy, woful, crushed, ill-starred, unfortunate, unlucky, wretched
fraud	artifice, deceit, duplicity, swindle, treason, cheat, deception, imposition, swindling, trick, cheating, dishonesty, imposture, treachery	fairness, good faith, honesty, integrity, truth, uprightness
friendly	accessible, companionable, genial, neighborly, affable, complaisant, hearty, sociable, affectionate, cordial, kind, social, amicable, favorable, kindly, tender, brotherly, fond, loving, well-disposed	adverse, bellicose, contentious, estranged, ill-disposed, unfriendly, alienated, belligerent, disaffected, frigid, indifferent, unkind, antagonistic, cold, distant, hostile, inimical, warlike
friendship	affection, comity, esteem, good will, amity, consideration, favor, love, attachment, devotion, friendliness, regard	
frighten	affright, appal, cow, dismay, scare, alarm, browbeat, daunt, intimidate, terrify	
frugality	economy, parsimony, saving, sparing, miserliness, providence, scrimping, thrift, parsimoniousness, prudence	abundance, bounty, liberality, opulence, waste, affluence, extravagance, luxury, riches, wealth
garrulous	chattering, loquacious, talkative, verbose	laconic, reserved, reticent, silent, speechless, taciturn
general	common, familiar, ordinary, universal, commonplace, frequent, popular, usual, customary, habitual, prevalent, everyday, normal, public	exceptional, infrequent, rare, singular, uncommon, unknown, unusual
generous	bountiful, free, liberal, noble, chivalrous, free-handed, magnanimous, open-handed, disinterested, free-hearted, munificent, open-hearted	avaricious, covetous, ignoble, mean, niggardly, penurious, rapacious, close, greedy, illiberal, miserly, parsimonious, petty, stingy
genius	talent, talents	dulness, folly, imbecility, obtuseness, senselessness, stupidity
get	achieve, attain, gain, procure, secure, acquire, earn, obtain, receive, win	
gift	benefaction, boon, bribe, grant, largess, bequest, bounty, donation, gratuity, present	compensation, earnings, guerdon, penalty, remuneration wages
give	bestow, communicate, deliver, grant, supply, cede, confer, furnish, impart	
govern	command, curb, influence, mold, reign over, rule, control, direct, manage, reign, restrain, sway	be in subjection, be subject, comply, obey, submit, yield
grief	affliction, melancholy, regret, sorrow, trouble, distress, mourning, sadness, tribulation, wo	
habit	custom, habitude, routine, system, use, fashion, practise, rule, usage, wont	
happen	bechance, chance, fall out, supervene, befall, come to pass, occur, take place, betide, fall	
happiness	blessedness, delight, gladness, pleasure, bliss, ecstasy, gratification, rapture, cheer, enjoyment, joy, rejoicing, comfort, felicity, merriment, satisfaction, contentment, gaiety, mirth, triumph	
happy	blessed, cheering, gay, lucky, rejoiced, blissful, cheery, glad, merry, rejoicing, blithe, delighted, jocund, mirthful, smiling, blithesome, delightful, jolly, pleased, sprightly, bright, dexterous, joyful, prosperous, successful, buoyant, felicitous, joyous, rapturous, sunny, cheerful, fortunate	
harmony	accord, concurrence, consistency, uniformity, accordance, conformity, consonance, union, agreement, congruity, symmetry, unison, amity, consent, unanimity, unity, concord	antagonism, contest, discord, hostility, schism, battle, controversy, disproportion, incongruity, separation, conflict, difference, dissension, inconsistency, variance, contention, disagreement, disunion, opposition, warfare
harvest	crop, harvest-home, ingathering, result, fruit, harvesting, proceeds, return, growth, harvest-tide, produce, yield, harvest-feast, harvest-time, product, harvest-festival, increase, reaping	
hatred	abhorrence, detestation, hostility, rancor, anger, dislike, ill will, repugnance, animosity, enmity, malevolence, resentment, antipathy, grudge, malice, revenge, aversion, hate, malignity, spite	
have	be in possession of, hold, occupy, own, possess, be possessed of	
hazard	accident, chance, danger, jeopardy, risk, casualty, contingency, fortuity, peril, venture	assurance, necessity, protection, safety, surety, certainty, plan, safeguard, security
healthy	hale, hygienic, sanitary, vigorous, healthful, salubrious, sound, well, hearty, salutary, strong, wholesome	delicate, failing, ill, unsound, worn, diseased, fainting, sick, wasted, worn down, emaciated, fragile, unhealthy, weak, worn out, exhausted, frail
help	abet, befriend, foster, succor, uphold, aid, cooperate, second, support, assist, encourage, stand by, sustain	counteract, discourage, oppose, resist, thwart, withstand
heretic	dissenter, heresiarch, non-conformist, schismatic	
heterogeneous	confused, mingled, unhomogeneous, conglomerate, miscellaneous, unlike, discordant, mixed, variant, dissimilar, non-homogeneous, various	alike, homogeneous, identical, like, pure, same, similar, uniform
hide	bury, cover, entomb, overwhelm, suppress, cloak, disguise, inter, screen, veil, conceal, dissemble, mask, secrete	admit, disclose, exhume, manifest, show, advertise, discover, expose, promulgate, tell, avow, disinter, lay bare, publish, uncover, betray, divulge, lay open, raise, unmask, confess, exhibit, make known reveal, unveil
high	elevated, exalted, noble, steep, towering, eminent, lofty, proud, tall, uplifted	base, deep, degraded, depressed, dwarfed, inferior, low, mean, short, stunted
hinder	baffle, clog, foil, obstruct, retard, balk, counteract, frustrate, oppose, stay, bar, delay, hamper, prevent, stop, block, embarrass, impede, resist, thwart, check, encumber, interrupt	
history	account, biography, muniment, record, annals, chronicle, narration, register, archives, memoir, narrative, story, autobiography, memorial, recital	
holy	blessed, devoted, hallowed, saintly, consecrated, divine, sacred, set apart	abominable, cursed, polluted, unconsecrated, unholy, wicked, common, impure, secular, unhallowed, unsanctified, worldly
home	abode, dwelling, habitation, hearthstone, ingleside, domicil, fireside, hearth, house, residence	
honest	candid, frank, ingenuous, true, equitable, genuine, just, trustworthy, fair, good, sincere, trusty, faithful, honorable, straightforward, upright	deceitful, faithless, hypocritical, perfidious, unfaithful, dishonest, false, lying, traitorous, unscrupulous, disingenuous, fraudulent, mendacious, treacherous, untrue
horizontal	even, flat, level, plain, plane	broken, inclined, rolling, rugged, sloping, hilly, irregular, rough, slanting, uneven
humane	benevolent, compassionate, human, pitying, benignant, forgiving, kind, sympathetic, charitable, gentle, kind-hearted, tender, clement, gracious, merciful, tender-hearted	
hunt	chase, hunting, inquisition, pursuit, search	
hypocrisy	affectation, formalism, pretense, sanctimony, cant, pharisaism, sanctimoniousness, sham, dissimulation, pietism	candor, genuineness, ingenuousness, sincerity, truth, frankness, honesty, openness, transparency, truthfulness
hypocrite	cheat, deceiver, dissembler, impostor, pretender	
hypothesis	conjecture, scheme, supposition, system, guess, speculation, surmise, theory	certainty, demonstration, discovery, evidence, fact, proof
idea	apprehension, design, impression, plan, archetype, fancy, judgment, purpose, belief, fantasy, model, sentiment, conceit, ideal, notion, supposition, concept, image, opinion, theory, conception, imagination, pattern, thought	actuality, fact, reality, substance
ideal	archetype, model, pattern, prototype, standard, idea, original	accomplishment, action, doing, fact, practise, achievement, attainment, embodiment, incarnation, reality, act, development, execution, performance, realization
idiocy	fatuity, foolishness, incapacity, stupidity, folly, imbecility, senselessness	acuteness, brilliancy, common sense, sagacity, soundness, astuteness, capacity, intelligence, sense, wisdom
idle	inactive, inert, slothful, trifling, unoccupied, indolent, lazy, sluggish, unemployed, vacant	active, busy, diligent, employed, industrious, occupied, working
ignorant	ill-informed, unenlightened, unlearned, untaught, illiterate, uninformed, unlettered, untutored, uneducated, uninstructed, unskilled	educated, instructed, learned, sage, skilled, trained, well-informed, wise
imagination	fancy, fantasy, phantasy	
immediately	at once, instanter, presently, straightway, directly, instantly, right away, this instant, forthwith, now, right off, without delay	after a while, by and by, hereafter, in the future, some time
immerse	bury, dip, douse, duck, immerge, plunge, sink, submerge	
imminent	impending, threatening	chimerical, contingent, doubtful, improbable, problematical, unexpected, unlikely
impediment	bar, clog, encumbrance, obstacle, barrier, difficulty, hindrance, obstruction	advantage, aid, assistance, benefit, help, relief, succor
impudence	assurance, impertinence, intrusiveness, presumption, boldness, incivility, officiousness, rudeness, effrontery, insolence, pertness, sauciness, forwardness	bashfulness, diffidence, lowliness, modesty, coyness, humility, meekness, submissiveness
incongruous	absurd, ill-matched, inharmonious, conflicting, inapposite, irreconcilable, contradictory, inappropriate, mismatched, contrary, incommensurable, mismated, discordant, incompatible, repugnant, discrepant, inconsistent, unsuitable	accordant, agreeing, compatible, consistent, harmonious, suitable
induction	deduction, inference	
industrious	active, busy, employed, occupied, assiduous, diligent, engaged, sedulous	
industry	application, diligence, labor, persistence, assiduity, effort, pains, sedulousness, attention, exertion, patience, constancy, intentness, perseverance	changeableness, idleness, inconstancy, neglect, remissness, fickleness, inattention, indolence, negligence, sloth
infinite	absolute, illimitable, limitless, unconditioned, boundless, immeasurable, measureless, unfathomable, countless, innumerable, numberless, unlimited, eternal, interminable, unbounded, unmeasured	bounded, finite, measurable, restricted, small, brief, limited, moderate, shallow, transient, circumscribed, little, narrow, short, transitory, evanescent
influence	actuate, draw, impel, induce, move, stir, compel, drive, incite, instigate, persuade, sway, dispose, excite, incline, lead, prompt, urge	deter, dissuade, impede, prevent, restrain, retard, discourage, hinder, inhibit
inherent	congenital, indispensable, innate, native, essential, indwelling, inseparable, natural, immanent, infixed, internal, subjective, inborn, ingrained, intrinsic, inbred, inhering, inwrought	accidental, extrinsic, outward, superficial, supplemental, casual, fortuitous, subsidiary, superfluous, transient, external, incidental, superadded, superimposed, unconnected
injury	blemish, disadvantage, hurt, loss, prejudice, damage, evil, impairment, mischief, wrong, detriment, harm, injustice, outrage	advantage, benefit, boon, improvement, service, amelioration, blessing, help, remedy, utility
injustice	grievance, injury, unfairness, unrighteousness, wrong, iniquity	equity, faithfulness, impartiality, lawfulness, righteousness, fairness, honesty, integrity, rectitude, uprightness, fair play, honor, justice, right
innocent	blameless, guiltless, inoffensive, spotless, clean, harmless, pure, stainless, clear, immaculate, right, upright, faultless, innocuous, righteous, virtuous, guileless, innoxious, sinless	
inquisitive	curious, meddlesome, peeping, scrutinizing, inquiring, meddling, prying, searching, intrusive	apathetic, heedless, indifferent, unconcerned, uninterested, careless, inattentive
insanity	aberration, delirium, frenzy, madness, alienation, dementia, hallucination, mania, craziness, derangement, lunacy, monomania	clearness, good sense, lucidity, rationality, sanity
interpose	arbitrate, intercept, intermeddle, meddle, intercede, interfere, interrupt, mediate	avoid, keep aloof, keep out, retire, stand back, hold aloof, keep away, let alone, stand aside, stand off, hold off, keep clear, let be, stand away, withdraw
involve	complicate, embroil, implicate, include, embarrass, entangle, imply, overwhelm	disconnect, disentangle, distinguish, explicate, extricate, remove, separate
journey	excursion, pilgrimage, transit, trip, expedition, tour, travel, voyage	
judge	arbiter, arbitrator, justice, referee, umpire	
justice	equity, impartiality, legality, rightfulness, fairness, integrity, rectitude, truth, fair play, justness, right, uprightness, faithfulness, law, righteousness, virtue, honor, lawfulness	dishonesty, inequity, partiality, unlawfulness, untruth, favoritism, injustice, unfairness, unreasonableness, wrong
keep	carry, defend, hold, preserve, retain, carry on, detain, maintain, protect, support, celebrate, fulfil, obey, refrain, sustain, conduct, guard, observe, restrain, withhold	
kill	assassinate, despatch, massacre, put to death, slay, butcher, execute, murder, slaughter	
kin	affinity, blood, descent, kind, race, alliance, consanguinity, family, kindred, relationship, birth	
knowledge	acquaintance, erudition, learning, recognition, apprehension, experience, light, scholarship, cognition, information, lore, science, cognizance, intelligence, perception, wisdom, comprehension, intuition	ignorance, inexperience, misconception, rudeness, illiteracy, misapprehension, misunderstanding, unfamiliarity
